year,region,state,sector,opened,closed,net
2019,Sudeste,ES,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",56765,65138,-8373
2019,Sudeste,ES,B Indústrias extrativas,20503,9997,10506
2019,Sudeste,ES,C Indústrias de transformação,213774,277835,-64061
2019,Sudeste,ES,D Eletricidade e gás,6120,20452,-14332
2019,Sudeste,ES,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",9313,4206,5107
2019,Sudeste,ES,F Construção,85060,64933,20127
2019,Sudeste,ES,G Comércio; reparação de veículos automotores e motocicletas,359488,340052,19436
2019,Sudeste,ES,"H Transporte, armazenagem e correio",104793,75754,29039
2019,Sudeste,ES,I Alojamento e alimentação,95279,96723,-1444
2019,Sudeste,ES,J Informação e comunicação,30972,27194,3778
2019,Sudeste,ES,"K Atividades financeiras, de seguros e serviços relacionados",39997,28999,10998
2019,Sudeste,ES,L Atividades imobiliárias,11291,10276,1015
2019,Sudeste,ES,"M Atividades profissionais, científicas e técnicas",65265,45043,20222
2019,Sudeste,ES,N Atividades administrativas e serviços complementares,113048,91011,22037
2019,Sudeste,ES,"O Administração pública, defesa e seguridade social",8,2,6
2019,Sudeste,ES,P Educação,74805,41837,32968
2019,Sudeste,ES,Q Saúde humana e serviços sociais,39686,27397,12289
2019,Sudeste,ES,"R Artes, cultura, esporte e recreação",13866,11294,2572
2019,Sudeste,ES,S Outras atividades de serviços,20839,22466,-1627
2019,Sudeste,ES,T Serviços domésticos,0,0,0
2019,Sudeste,ES,Total,1207886,1157808,50078
2019,Sudeste,ES,U Organismos internacionais e outras instituições extraterritoriais,0,0,0
2019,Sudeste,MG,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",167244,172804,-5560
2019,Sudeste,MG,B Indústrias extrativas,66815,91638,-24823
2019,Sudeste,MG,C Indústrias de transformação,766324,805556,-39232
2019,Sudeste,MG,D Eletricidade e gás,16808,6531,10277
2019,Sudeste,MG,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",15510,16623,-1113
2019,Sudeste,MG,F Construção,817255,395062,422193
2019,Sudeste,MG,G Comércio; reparação de veículos automotores e motocicletas,1674906,1636732,38174
2019,Sudeste,MG,"H Transporte, armazenagem e correio",423857,283115,140742
2019,Sudeste,MG,I Alojamento e alimentação,405669,481845,-76176
2019,Sudeste,MG,J Informação e comunicação,173461,264553,-91092
2019,Sudeste,MG,"K Atividades financeiras, de seguros e serviços relacionados",146006,145117,889
2019,Sudeste,MG,L Atividades imobiliárias,36954,18378,18576
2019,Sudeste,MG,"M Atividades profissionais, científicas e técnicas",310821,138803,172018
2019,Sudeste,MG,N Atividades administrativas e serviços complementares,626438,494535,131903
2019,Sudeste,MG,"O Administração pública, defesa e seguridade social",11,5,6
2019,Sudeste,MG,P Educação,145536,158772,-13236
2019,Sudeste,MG,Q Saúde humana e serviços sociais,156585,109914,46671
2019,Sudeste,MG,"R Artes, cultura, esporte e recreação",41049,50075,-9026
2019,Sudeste,MG,S Outras atividades de serviços,99186,85246,13940
2019,Sudeste,MG,T Serviços domésticos,0,0,0
2019,Sudeste,MG,Total,5943236,5265596,677640
2019,Sudeste,MG,U Organismos internacionais e outras instituições extraterritoriais,0,0,0
2019,Sudeste,RJ,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",15534,9982,5552
2019,Sudeste,RJ,B Indústrias extrativas,206260,239619,-33359
2019,Sudeste,RJ,C Indústrias de transformação,410685,611692,-201007
2019,Sudeste,RJ,D Eletricidade e gás,20047,8777,11270
2019,Sudeste,RJ,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",48307,14444,33863
2019,Sudeste,RJ,F Construção,349428,378372,-28944
2019,Sudeste,RJ,G Comércio; reparação de veículos automotores e motocicletas,1599178,1702512,-103334
2019,Sudeste,RJ,"H Transporte, armazenagem e correio",595862,304214,291648
2019,Sudeste,RJ,I Alojamento e alimentação,491417,552145,-60728
2019,Sudeste,RJ,J Informação e comunicação,237281,1067177,-829896
2019,Sudeste,RJ,"K Atividades financeiras, de seguros e serviços relacionados",135839,252284,-116445
2019,Sudeste,RJ,L Atividades imobiliárias,37652,65406,-27754
2019,Sudeste,RJ,"M Atividades profissionais, científicas e técnicas",332820,342425,-9605
2019,Sudeste,RJ,N Atividades administrativas e serviços complementares,623791,423568,200223
2019,Sudeste,RJ,"O Administração pública, defesa e seguridade social",4020,2,4018
2019,Sudeste,RJ,P Educação,183137,207124,-23987
2019,Sudeste,RJ,Q Saúde humana e serviços sociais,213662,129669,83993
2019,Sudeste,RJ,"R Artes, cultura, esporte e recreação",84888,65590,19298
2019,Sudeste,RJ,S Outras atividades de serviços,82626,134719,-52093
2019,Sudeste,RJ,T Serviços domésticos,0,0,0
2019,Sudeste,RJ,Total,5456690,6360250,-903560
2019,Sudeste,RJ,U Organismos internacionais e outras instituições extraterritoriais,0,1,-1
2019,Sudeste,SP,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",276261,469155,-192894
2019,Sudeste,SP,B Indústrias extrativas,25904,24904,1000
2019,Sudeste,SP,C Indústrias de transformação,2919068,3878351,-959283
2019,Sudeste,SP,D Eletricidade e gás,52909,67918,-15009
2019,Sudeste,SP,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",455358,188428,266930
2019,Sudeste,SP,F Construção,1410633,1118261,292372
2019,Sudeste,SP,G Comércio; reparação de veículos automotores e motocicletas,5933202,5697029,236173
2019,Sudeste,SP,"H Transporte, armazenagem e correio",1817233,1128660,688573
2019,Sudeste,SP,I Alojamento e alimentação,1494998,1650609,-155611
2019,Sudeste,SP,J Informação e comunicação,1107737,1586960,-479223
2019,Sudeste,SP,"K Atividades financeiras, de seguros e serviços relacionados",1194659,1060843,133816
2019,Sudeste,SP,L Atividades imobiliárias,132452,66787,65665
2019,Sudeste,SP,"M Atividades profissionais, científicas e técnicas",1034671,959310,75361
2019,Sudeste,SP,N Atividades administrativas e serviços complementares,2736225,2233453,502772
2019,Sudeste,SP,"O Administração pública, defesa e seguridade social",4974,2328,2646
2019,Sudeste,SP,P Educação,453135,605961,-152826
2019,Sudeste,SP,Q Saúde humana e serviços sociais,664242,577607,86635
2019,Sudeste,SP,"R Artes, cultura, esporte e recreação",110424,137004,-26580
2019,Sudeste,SP,S Outras atividades de serviços,315018,310887,4131
2019,Sudeste,SP,T Serviços domésticos,0,0,0
2019,Sudeste,SP,Total,21925407,21619655,305752
2019,Sudeste,SP,U Organismos internacionais e outras instituições extraterritoriais,0,0,0
2019,Sul,PR,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",90598,56916,33682
2019,Sul,PR,B Indústrias extrativas,8429,7175,1254
2019,Sul,PR,C Indústrias de transformação,729554,918584,-189030
2019,Sul,PR,D Eletricidade e gás,19708,315,19393
2019,Sul,PR,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",49762,12828,36934
2019,Sul,PR,F Construção,404647,238993,165654
2019,Sul,PR,G Comércio; reparação de veículos automotores e motocicletas,1398390,1130663,267727
2019,Sul,PR,"H Transporte, armazenagem e correio",357753,213785,143968
2019,Sul,PR,I Alojamento e alimentação,282276,295416,-13140
2019,Sul,PR,J Informação e comunicação,125028,185111,-60083
2019,Sul,PR,"K Atividades financeiras, de seguros e serviços relacionados",91994,136596,-44602
2019,Sul,PR,L Atividades imobiliárias,32341,15570,16771
2019,Sul,PR,"M Atividades profissionais, científicas e técnicas",175319,97719,77600
2019,Sul,PR,N Atividades administrativas e serviços complementares,584145,438260,145885
2019,Sul,PR,"O Administração pública, defesa e seguridade social",2,1957,-1955
2019,Sul,PR,P Educação,97655,90620,7035
2019,Sul,PR,Q Saúde humana e serviços sociais,100777,86654,14123
2019,Sul,PR,"R Artes, cultura, esporte e recreação",36711,24345,12366
2019,Sul,PR,S Outras atividades de serviços,64962,44432,20530
2019,Sul,PR,T Serviços domésticos,0,0,0
2019,Sul,PR,Total,4487526,3905560,581966
2019,Sul,PR,U Organismos internacionais e outras instituições extraterritoriais,0,0,0
2019,Sul,RS,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",55395,49064,6331
2019,Sul,RS,B Indústrias extrativas,9995,5940,4055
2019,Sul,RS,C Indústrias de transformação,525553,703631,-178078
2019,Sul,RS,D Eletricidade e gás,82881,92910,-10029
2019,Sul,RS,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",25159,15386,9773
2019,Sul,RS,F Construção,229050,223256,5794
2019,Sul,RS,G Comércio; reparação de veículos automotores e motocicletas,1023912,1064004,-40092
2019,Sul,RS,"H Transporte, armazenagem e correio",196801,170287,26514
2019,Sul,RS,I Alojamento e alimentação,232609,257243,-24634
2019,Sul,RS,J Informação e comunicação,115259,123642,-8383
2019,Sul,RS,"K Atividades financeiras, de seguros e serviços relacionados",78743,113003,-34260
2019,Sul,RS,L Atividades imobiliárias,28043,14429,13614
2019,Sul,RS,"M Atividades profissionais, científicas e técnicas",127066,101305,25761
2019,Sul,RS,N Atividades administrativas e serviços complementares,209411,275084,-65673
2019,Sul,RS,"O Administração pública, defesa e seguridade social",4523,4,4519
2019,Sul,RS,P Educação,62393,72360,-9967
2019,Sul,RS,Q Saúde humana e serviços sociais,109608,64078,45530
2019,Sul,RS,"R Artes, cultura, esporte e recreação",29835,24502,5333
2019,Sul,RS,S Outras atividades de serviços,47304,40971,6333
2019,Sul,RS,T Serviços domésticos,0,0,0
2019,Sul,RS,Total,3145255,3317512,-172257
2019,Sul,RS,U Organismos internacionais e outras instituições extraterritoriais,0,0,0
2019,Sul,SC,"A Agricultura, pecuária, produção florestal, pesca e aquicultura",40779,20473,20306
2019,Sul,SC,B Indústrias extrativas,15721,6047,9674
2019,Sul,SC,C Indústrias de transformação,542639,474959,67680
2019,Sul,SC,D Eletricidade e gás,16957,6117,10840
2019,Sul,SC,"E Água, esgoto, atividades de gestão de resíduos e descontaminação",18810,24272,-5462
2019,Sul,SC,F Construção,280126,180121,100005
2019,Sul,SC,G Comércio; reparação de veículos automotores e motocicletas,945723,750595,195128
2019,Sul,SC,"H Transporte, armazenagem e correio",199994,154474,45520
2019,Sul,SC,I Alojamento e alimentação,264201,239181,25020
2019,Sul,SC,J Informação e comunicação,96676,77593,19083
2019,Sul,SC,"K Atividades financeiras, de seguros e serviços relacionados",77744,62464,15280
2019,Sul,SC,L Atividades imobiliárias,31972,12111,19861
2019,Sul,SC,"M Atividades profissionais, científicas e técnicas",125902,56796,69106
2019,Sul,SC,N Atividades administrativas e serviços complementares,294734,150806,143928
2019,Sul,SC,"O Administração pública, defesa e seguridade social",4,2,2
2019,Sul,SC,P Educação,77238,61861,15377
2019,Sul,SC,Q Saúde humana e serviços sociais,86291,36769,49522
2019,Sul,SC,"R Artes, cultura, esporte e recreação",29343,18045,11298
2019,Sul,SC,S Outras atividades de serviços,69246,37727,31519
2019,Sul,SC,T Serviços domésticos,0,0,0
2019,Sul,SC,Total,3055456,2280447,775009
2019,Sul,SC,U Organismos internacionais e outras instituições extraterritoriais,0,0,0
